EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"4/1/2015 9:48:50 AM"
ModelName,REcosystem
EcosimScenario,"Scenario 2"
TimeSeries,(none)
StartYear,0

Data, Yield

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
1.000001E-05, 1E-07, 0.002000002, 0.002999962, 0.144567, 0.002999998, 0.3895087, 0.001999975, 0.1800306, 0.001999876, 0.07005674, 0.3800002, 0.351, 0.09099995, 0.03099996, 0.1900003, 0.51, 9.999991E-05, 0, 0, 0, 0
1.000001E-05, 1E-07, 0.002000005, 0.002999977, 0.1445701, 0.003000029, 0.3895055, 0.001999973, 0.1800304, 0.00199978, 0.07005656, 0.3800001, 0.351001, 0.09100027, 0.03100023, 0.1900007, 0.510003, 0.0001000031, 0, 0, 0, 0
1.000002E-05, 1E-07, 0.002000008, 0.002999998, 0.1445736, 0.00300018, 0.3895046, 0.001999981, 0.1800303, 0.001999697, 0.07005647, 0.3799999, 0.3510014, 0.09100043, 0.03100033, 0.190001, 0.5100045, 0.000100004, 0, 0, 0, 0
1.000003E-05, 1.000001E-07, 0.002000011, 0.003000018, 0.1445771, 0.003000561, 0.3895046, 0.001999992, 0.1800303, 0.001999623, 0.07005642, 0.3799998, 0.3510015, 0.09100048, 0.03100028, 0.1900012, 0.5100051, 0.0001000038, 0, 0, 0, 0
1.000004E-05, 1.000001E-07, 0.002000015, 0.003000035, 0.1445808, 0.003001259, 0.3895047, 0.002000005, 0.1800304, 0.001999559, 0.07005639, 0.3799996, 0.3510015, 0.09100047, 0.03100005, 0.1900014, 0.5100051, 0.000100003, 0, 0, 0, 0
1.000005E-05, 1.000001E-07, 0.002000018, 0.003000048, 0.1445843, 0.003002322, 0.3895044, 0.002000019, 0.1800305, 0.001999505, 0.07005633, 0.3799994, 0.3510014, 0.09100042, 0.03099959, 0.1900016, 0.5100049, 0.000100002, 0, 0, 0, 0
1.000006E-05, 1.000001E-07, 0.002000022, 0.003000055, 0.1445876, 0.003003753, 0.3895029, 0.002000034, 0.1800305, 0.001999461, 0.07005627, 0.3799991, 0.3510011, 0.09100034, 0.03099883, 0.1900018, 0.5100045, 0.000100001, 0, 0, 0, 0
1.000008E-05, 1.000001E-07, 0.002000027, 0.003000055, 0.1445908, 0.003005521, 0.3894999, 0.002000049, 0.1800304, 0.001999428, 0.07005617, 0.3799984, 0.3510006, 0.09100021, 0.03099773, 0.1900018, 0.5100041, 0.0001, 0, 0, 0, 0
1.000009E-05, 1.000001E-07, 0.002000032, 0.003000049, 0.1445938, 0.003007567, 0.3894947, 0.002000065, 0.1800303, 0.001999405, 0.07005604, 0.3799974, 0.351, 0.09100003, 0.03099626, 0.1900018, 0.5100038, 9.999904E-05, 0, 0, 0, 0
1.00001E-05, 1.000001E-07, 0.002000039, 0.003000036, 0.1445965, 0.003009816, 0.3894869, 0.002000082, 0.1800302, 0.001999395, 0.07005588, 0.3799959, 0.3509991, 0.09099979, 0.03099439, 0.1900017, 0.5100035, 9.999802E-05, 0, 0, 0, 0
