EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"3/27/2015 11:10:14 AM"
ModelName,REcosystem
EcosimScenario,"Base Scenario"
TimeSeries,(none)
StartYear,0

Data, Yield

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
1.000001E-05, 1E-07, 0.002000002, 0.002999962, 0.1450032, 0.002999998, 0.3895087, 0.001999975, 0.1800306, 0.001999876, 0.07005674, 0.3800002, 0.351, 0.09099995, 0.03099996, 0.1900003, 0.51, 9.999991E-05, 0, 0, 0, 0
1.000001E-05, 1E-07, 0.002000005, 0.002999977, 0.1450026, 0.003000029, 0.3895055, 0.001999973, 0.1800304, 0.00199978, 0.07005657, 0.3800001, 0.351001, 0.09100029, 0.03100024, 0.1900007, 0.510003, 0.0001000031, 0, 0, 0, 0
1.000002E-05, 1E-07, 0.002000008, 0.002999997, 0.1450026, 0.00300018, 0.3895046, 0.001999981, 0.1800303, 0.001999697, 0.07005648, 0.3800001, 0.3510015, 0.09100045, 0.03100035, 0.190001, 0.5100045, 0.000100004, 0, 0, 0, 0
1.000003E-05, 1.000001E-07, 0.002000011, 0.003000017, 0.1450028, 0.003000561, 0.3895046, 0.001999993, 0.1800304, 0.001999624, 0.07005645, 0.3800001, 0.3510017, 0.09100053, 0.03100032, 0.1900012, 0.5100051, 0.0001000038, 0, 0, 0, 0
1.000004E-05, 1.000001E-07, 0.002000014, 0.003000033, 0.1450031, 0.003001259, 0.3895048, 0.002000006, 0.1800305, 0.00199956, 0.07005642, 0.3800002, 0.3510018, 0.09100055, 0.03100012, 0.1900014, 0.5100051, 0.000100003, 0, 0, 0, 0
1.000005E-05, 1.000001E-07, 0.002000018, 0.003000044, 0.1450034, 0.003002322, 0.3895045, 0.002000021, 0.1800305, 0.001999506, 0.07005639, 0.3800003, 0.3510017, 0.09100054, 0.0309997, 0.1900016, 0.5100049, 0.000100002, 0, 0, 0, 0
1.000006E-05, 1.000001E-07, 0.002000021, 0.003000048, 0.1450037, 0.003003753, 0.389503, 0.002000036, 0.1800306, 0.001999462, 0.07005635, 0.3800003, 0.3510016, 0.0910005, 0.03099899, 0.1900018, 0.5100045, 0.0001000011, 0, 0, 0, 0
1.000007E-05, 1.000001E-07, 0.002000026, 0.003000044, 0.1450039, 0.003005522, 0.3895, 0.002000052, 0.1800306, 0.001999429, 0.07005628, 0.3800002, 0.3510014, 0.09100042, 0.03099794, 0.1900018, 0.5100041, 0.0001000001, 0, 0, 0, 0
1.000009E-05, 1.000001E-07, 0.002000031, 0.003000033, 0.1450039, 0.003007569, 0.389495, 0.002000068, 0.1800305, 0.001999408, 0.07005619, 0.3799997, 0.3510009, 0.0910003, 0.03099652, 0.1900018, 0.5100038, 9.999906E-05, 0, 0, 0, 0
1.00001E-05, 1.000001E-07, 0.002000036, 0.003000013, 0.1450039, 0.003009818, 0.3894872, 0.002000086, 0.1800304, 0.001999398, 0.07005606, 0.3799988, 0.3510003, 0.09100012, 0.03099471, 0.1900017, 0.5100035, 9.999803E-05, 0, 0, 0, 0
1.000011E-05, 1.000001E-07, 0.002000043, 0.002999986, 0.1450036, 0.003012185, 0.3894762, 0.002000107, 0.1800303, 0.001999401, 0.07005592, 0.3799975, 0.3509995, 0.09099989, 0.03099254, 0.1900016, 0.5100033, 9.9997E-05, 0, 0, 0, 0
1.000012E-05, 1E-07, 0.00200005, 0.002999953, 0.1450032, 0.00301459, 0.3894616, 0.00200013, 0.18003, 0.001999416, 0.07005574, 0.3799957, 0.3509986, 0.09099961, 0.03099003, 0.1900014, 0.5100033, 9.999597E-05, 0, 0, 0, 0
1.000013E-05, 1E-07, 0.002000059, 0.002999914, 0.1450025, 0.003016958, 0.3894429, 0.002000156, 0.1800297, 0.001999444, 0.07005554, 0.3799933, 0.3509976, 0.09099931, 0.03098724, 0.1900011, 0.5100034, 9.999501E-05, 0, 0, 0, 0
1.000014E-05, 1E-07, 0.002000067, 0.002999872, 0.1450016, 0.003019228, 0.3894196, 0.002000186, 0.1800294, 0.001999486, 0.07005531, 0.3799905, 0.3509966, 0.09099898, 0.03098425, 0.1900009, 0.5100037, 9.999413E-05, 0, 0, 0, 0
1.000015E-05, 1E-07, 0.002000076, 0.002999827, 0.1450005, 0.003021352, 0.3893913, 0.00200022, 0.180029, 0.00199954, 0.07005506, 0.3799872, 0.3509955, 0.09099867, 0.03098111, 0.1900008, 0.5100042, 9.999339E-05, 0, 0, 0, 0
1.000015E-05, 1E-07, 0.002000086, 0.00299978, 0.1449991, 0.003023299, 0.3893579, 0.002000259, 0.1800285, 0.001999608, 0.07005479, 0.3799835, 0.3509946, 0.09099838, 0.03097792, 0.1900009, 0.5100049, 9.999281E-05, 0, 0, 0, 0
1.000015E-05, 1E-07, 0.002000096, 0.002999734, 0.1449975, 0.003025051, 0.3893189, 0.002000303, 0.1800281, 0.001999688, 0.0700545, 0.3799795, 0.350994, 0.09099817, 0.03097474, 0.1900012, 0.5100058, 9.999244E-05, 0, 0, 0, 0
1.000015E-05, 9.999999E-08, 0.002000105, 0.002999687, 0.1449957, 0.003026607, 0.3892744, 0.002000353, 0.1800276, 0.001999781, 0.0700542, 0.3799755, 0.3509938, 0.09099804, 0.03097164, 0.1900018, 0.5100069, 9.999229E-05, 0, 0, 0, 0
1.000015E-05, 9.999997E-08, 0.002000115, 0.002999642, 0.1449937, 0.003027975, 0.3892242, 0.002000408, 0.1800271, 0.001999884, 0.07005388, 0.3799717, 0.350994, 0.09099806, 0.0309687, 0.1900029, 0.5100081, 9.999239E-05, 0, 0, 0, 0
1.000014E-05, 9.999994E-08, 0.002000124, 0.002999599, 0.1449915, 0.003029173, 0.3891681, 0.002000469, 0.1800267, 0.001999999, 0.07005354, 0.3799681, 0.3509949, 0.09099825, 0.03096594, 0.1900046, 0.5100095, 9.999277E-05, 0, 0, 0, 0
