EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"7/6/2015 3:47:02 PM"
ModelName,REcosystem
EcosimScenario,"Double F on RF1"
TimeSeries,(none)
StartYear,0

Data, Yield

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
1.000001E-05, 1E-07, 0.002000002, 0.002999956, 0.144567, 0.002999993, 0.3895066, 0.001999969, 0.1800305, 0.001999873, 0.07005697, 0.3800002, 0.3509999, 0.09099992, 0.03099994, 0.1900002, 0.5099997, 9.999902E-05, 0, 0, 0, 0
1.000001E-05, 1E-07, 0.002000005, 0.002999963, 0.14457, 0.003000015, 0.3895027, 0.00199996, 0.18003, 0.001999771, 0.07005669, 0.3799999, 0.3510005, 0.09100018, 0.03100015, 0.1900001, 0.510002, 0.0001, 0, 0, 0, 0
1.000002E-05, 1E-07, 0.002000008, 0.002999975, 0.1445735, 0.003000155, 0.389501, 0.001999958, 0.1800297, 0.001999681, 0.07005651, 0.3799995, 0.3510006, 0.09100021, 0.03100016, 0.1899996, 0.5100026, 9.999867E-05, 0, 0, 0, 0
1.000003E-05, 1E-07, 0.002000011, 0.002999987, 0.1445771, 0.003000526, 0.3895003, 0.00199996, 0.1800294, 0.0019996, 0.07005636, 0.3799992, 0.3510003, 0.09100012, 0.03100001, 0.189999, 0.5100023, 9.999631E-05, 0, 0, 0, 0
1.000004E-05, 1E-07, 0.002000015, 0.002999996, 0.1445807, 0.003001214, 0.3894997, 0.001999963, 0.1800292, 0.001999528, 0.07005622, 0.3799987, 0.3509997, 0.09099998, 0.03099969, 0.1899982, 0.5100016, 9.999382E-05, 0, 0, 0, 0
1.000005E-05, 1E-07, 0.002000018, 0.003000002, 0.1445842, 0.003002266, 0.3894986, 0.001999966, 0.1800289, 0.001999465, 0.07005607, 0.3799981, 0.3509991, 0.0909998, 0.03099913, 0.1899973, 0.5100008, 9.999157E-05, 0, 0, 0, 0
1.000007E-05, 1E-07, 0.002000023, 0.003000003, 0.1445875, 0.003003686, 0.3894963, 0.00199997, 0.1800285, 0.001999412, 0.0700559, 0.3799973, 0.3509983, 0.09099957, 0.03099829, 0.1899962, 0.5099999, 9.998967E-05, 0, 0, 0, 0
1.000008E-05, 1E-07, 0.002000027, 0.002999999, 0.1445907, 0.003005442, 0.3894925, 0.001999974, 0.1800281, 0.001999369, 0.07005572, 0.3799961, 0.3509974, 0.09099929, 0.03099711, 0.189995, 0.5099993, 9.998806E-05, 0, 0, 0, 0
1.000009E-05, 1E-07, 0.002000033, 0.002999988, 0.1445936, 0.003007475, 0.3894865, 0.00199998, 0.1800275, 0.001999338, 0.0700555, 0.3799944, 0.3509962, 0.09099896, 0.03099555, 0.1899936, 0.5099988, 9.998673E-05, 0, 0, 0, 0
1.00001E-05, 1E-07, 0.002000039, 0.002999971, 0.1445963, 0.003009709, 0.3894779, 0.001999988, 0.180027, 0.001999319, 0.07005525, 0.3799922, 0.3509949, 0.09099859, 0.03099362, 0.1899922, 0.5099984, 9.99856E-05, 0, 0, 0, 0
1.000012E-05, 9.999999E-08, 0.002000046, 0.00299995, 0.1445987, 0.003012063, 0.3894662, 0.001999998, 0.1800263, 0.001999313, 0.07005499, 0.3799894, 0.3509934, 0.09099815, 0.03099132, 0.1899907, 0.5099983, 9.998465E-05, 0, 0, 0, 0
1.000013E-05, 9.999999E-08, 0.002000054, 0.002999924, 0.1446008, 0.003014454, 0.3894508, 0.002000013, 0.1800256, 0.00199932, 0.07005471, 0.3799859, 0.3509918, 0.09099767, 0.0309887, 0.1899892, 0.5099983, 9.998385E-05, 0, 0, 0, 0
1.000014E-05, 9.999997E-08, 0.002000062, 0.002999896, 0.1446026, 0.003016808, 0.3894313, 0.002000031, 0.1800249, 0.001999341, 0.0700544, 0.3799818, 0.3509901, 0.09099717, 0.03098581, 0.1899878, 0.5099986, 9.998324E-05, 0, 0, 0, 0
1.000014E-05, 9.999996E-08, 0.002000071, 0.002999866, 0.144604, 0.003019065, 0.3894073, 0.002000055, 0.1800241, 0.001999377, 0.07005407, 0.3799771, 0.3509883, 0.09099665, 0.03098271, 0.1899865, 0.5099991, 9.998281E-05, 0, 0, 0, 0
1.000015E-05, 9.999994E-08, 0.002000081, 0.002999835, 0.1446051, 0.003021177, 0.3893784, 0.002000083, 0.1800233, 0.001999426, 0.07005372, 0.3799719, 0.3509866, 0.09099614, 0.03097949, 0.1899854, 0.5099999, 9.99826E-05, 0, 0, 0, 0
1.000015E-05, 9.999993E-08, 0.002000091, 0.002999806, 0.1446059, 0.003023112, 0.3893443, 0.002000118, 0.1800225, 0.001999489, 0.07005336, 0.3799662, 0.3509851, 0.09099567, 0.03097621, 0.1899845, 0.5100009, 9.998262E-05, 0, 0, 0, 0
1.000015E-05, 9.999992E-08, 0.002000101, 0.002999777, 0.1446064, 0.003024856, 0.3893048, 0.002000159, 0.1800217, 0.001999565, 0.07005297, 0.3799602, 0.3509838, 0.09099527, 0.03097295, 0.1899841, 0.5100022, 9.998289E-05, 0, 0, 0, 0
1.000014E-05, 9.999989E-08, 0.002000111, 0.002999751, 0.1446065, 0.003026403, 0.3892598, 0.002000206, 0.1800209, 0.001999655, 0.07005259, 0.3799541, 0.3509829, 0.09099498, 0.03096979, 0.1899841, 0.5100036, 9.998339E-05, 0, 0, 0, 0
1.000014E-05, 9.999987E-08, 0.002000121, 0.002999727, 0.1446064, 0.003027763, 0.389209, 0.00200026, 0.1800201, 0.001999756, 0.07005218, 0.3799481, 0.3509825, 0.09099483, 0.03096678, 0.1899847, 0.5100052, 9.998415E-05, 0, 0, 0, 0
