EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"4/1/2015 9:48:48 AM"
ModelName,REcosystem
EcosimScenario,"Scenario 2"
TimeSeries,(none)
StartYear,0

Data, Biomass

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
0.01493703, 0.4543715, 0.024996, 0.1304294, 1.390067, 1.232544, 5.559961, 0.06984552, 5.766981, 0.09633709, 0.740014, 7.400004, 5.099999, 4.699997, 5.099993, 19.76537, 7, 17.39998, 22.99962, 9.999817, 1E-20, 1.000063E-20
0.01493703, 0.4543715, 0.02499603, 0.1304301, 1.390097, 1.232557, 5.559916, 0.06984547, 5.766973, 0.09633248, 0.740012, 7.400002, 5.100014, 4.700014, 5.100038, 19.76541, 7.000041, 17.40054, 22.99979, 9.999894, 1E-20, 1.000219E-20
0.01493705, 0.4543716, 0.02499607, 0.130431, 1.39013, 1.232619, 5.559902, 0.06984573, 5.766971, 0.09632845, 0.740011, 7.399998, 5.10002, 4.700022, 5.100054, 19.76544, 7.000062, 17.4007, 22.99988, 9.999945, 1E-20, 1.000291E-20
0.01493706, 0.4543716, 0.02499611, 0.1304318, 1.390165, 1.232775, 5.559903, 0.06984612, 5.766972, 0.09632492, 0.7400106, 7.399995, 5.100022, 4.700025, 5.100045, 19.76546, 7.000069, 17.40065, 22.9999, 9.999976, 1E-20, 1.000327E-20
0.01493707, 0.4543716, 0.02499616, 0.1304326, 1.3902, 1.233062, 5.559905, 0.06984659, 5.766974, 0.09632184, 0.7400101, 7.399993, 5.100022, 4.700024, 5.100008, 19.76549, 7.00007, 17.40052, 22.99985, 10, 1E-20, 1.000348E-20
0.01493709, 0.4543716, 0.0249962, 0.1304332, 1.390233, 1.233499, 5.5599, 0.06984708, 5.766975, 0.09631923, 0.7400096, 7.399989, 5.100019, 4.700022, 5.099932, 19.76551, 7.000067, 17.40035, 22.99974, 10.00003, 1E-20, 1.000363E-20
0.01493711, 0.4543716, 0.02499625, 0.1304335, 1.390266, 1.234087, 5.559879, 0.06984758, 5.766976, 0.0963171, 0.7400089, 7.399982, 5.100015, 4.700017, 5.099808, 19.76552, 7.000062, 17.40018, 22.99957, 10.00007, 1E-20, 1.000374E-20
0.01493713, 0.4543716, 0.02499631, 0.1304335, 1.390296, 1.234813, 5.559835, 0.06984811, 5.766974, 0.09631549, 0.7400079, 7.399969, 5.100008, 4.700011, 5.099627, 19.76553, 7.000057, 17.40001, 22.99935, 10.00012, 1E-20, 1.000383E-20
0.01493715, 0.4543716, 0.02499638, 0.1304332, 1.390325, 1.235654, 5.559762, 0.06984866, 5.766971, 0.09631442, 0.7400066, 7.399949, 5.099999, 4.700001, 5.099384, 19.76553, 7.000052, 17.39983, 22.99908, 10.00018, 1E-20, 1.000389E-20
0.01493717, 0.4543716, 0.02499646, 0.1304326, 1.390351, 1.236578, 5.55965, 0.06984928, 5.766966, 0.09631391, 0.7400048, 7.39992, 5.099988, 4.699989, 5.099077, 19.76552, 7.000048, 17.39965, 22.99879, 10.00026, 1E-20, 1.000394E-20
0.01493719, 0.4543716, 0.02499654, 0.1304318, 1.390374, 1.23755, 5.559493, 0.06984995, 5.766958, 0.09631401, 0.7400028, 7.399881, 5.099973, 4.699974, 5.098709, 19.7655, 7.000046, 17.39948, 22.99849, 10.00035, 1E-20, 1.000396E-20
0.0149372, 0.4543716, 0.02499664, 0.1304308, 1.390395, 1.238538, 5.559284, 0.06985073, 5.766948, 0.09631471, 0.7400005, 7.39983, 5.099956, 4.699955, 5.098285, 19.76548, 7.000045, 17.3993, 22.99819, 10.00044, 1E-20, 1.000395E-20
0.01493722, 0.4543715, 0.02499675, 0.1304296, 1.390413, 1.239511, 5.559015, 0.06985161, 5.766936, 0.09631605, 0.7399979, 7.399768, 5.099936, 4.699935, 5.097816, 19.76545, 7.000047, 17.39913, 22.99792, 10.00053, 1E-20, 1.000391E-20
0.01493723, 0.4543715, 0.02499686, 0.1304284, 1.390428, 1.240443, 5.558681, 0.06985263, 5.766922, 0.09631802, 0.739995, 7.399695, 5.099916, 4.699914, 5.097311, 19.76543, 7.000051, 17.39898, 22.99767, 10.00062, 1E-20, 1.000385E-20
0.01493724, 0.4543715, 0.02499698, 0.130427, 1.390439, 1.241316, 5.558276, 0.0698538, 5.766907, 0.09632062, 0.7399918, 7.399612, 5.099897, 4.699893, 5.096784, 19.76542, 7.000059, 17.39885, 22.99745, 10.0007, 1E-20, 1.000375E-20
0.01493725, 0.4543714, 0.02499711, 0.1304257, 1.390448, 1.242115, 5.557797, 0.06985513, 5.766891, 0.09632384, 0.7399884, 7.39952, 5.099879, 4.699874, 5.096246, 19.76543, 7.000069, 17.39875, 22.99728, 10.00078, 1E-20, 1.000363E-20
0.01493725, 0.4543714, 0.02499723, 0.1304244, 1.390453, 1.242835, 5.55724, 0.06985664, 5.766873, 0.09632766, 0.7399847, 7.399423, 5.099865, 4.699858, 5.095711, 19.76546, 7.000081, 17.39869, 22.99715, 10.00084, 1E-20, 1.000347E-20
0.01493724, 0.4543713, 0.02499736, 0.1304232, 1.390456, 1.243474, 5.556602, 0.06985834, 5.766855, 0.09633207, 0.7399808, 7.399323, 5.099856, 4.699847, 5.09519, 19.76553, 7.000096, 17.39866, 22.99706, 10.0009, 1E-20, 1.000328E-20
0.01493724, 0.4543712, 0.02499749, 0.1304221, 1.390455, 1.244036, 5.555882, 0.06986023, 5.766836, 0.09633703, 0.7399766, 7.399224, 5.099855, 4.699843, 5.094693, 19.76564, 7.000113, 17.39868, 22.99701, 10.00094, 1E-20, 1.000307E-20
0.01493722, 0.4543711, 0.02499761, 0.1304211, 1.390453, 1.244527, 5.55508, 0.06986233, 5.766818, 0.0963425, 0.7399724, 7.399131, 5.099863, 4.699848, 5.094229, 19.76581, 7.000131, 17.39875, 22.99698, 10.00097, 1E-20, 1.000284E-20
0.01493721, 0.454371, 0.02499773, 0.1304202, 1.390447, 1.244959, 5.554193, 0.06986462, 5.7668, 0.09634845, 0.7399679, 7.39905, 5.099881, 4.699863, 5.093803, 19.76605, 7.000151, 17.39886, 22.99698, 10.00099, 1E-20, 1.000259E-20
