EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"7/24/2015 3:12:34 PM"
ModelName,REcosystem
EcosimScenario,"Base Scenario"
TimeSeries,(none)
StartYear,0

Data, Yield

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
1.000001E-05, 1E-07, 0.002000002, 0.002999956, 0.1450032, 0.002999993, 0.3895066, 0.001999969, 0.1800305, 0.001999873, 0.07005697, 0.3800002, 0.3509999, 0.09099992, 0.03099994, 0.1900002, 0.5099997, 9.999902E-05, 0, 0, 0, 0
1.000001E-05, 1E-07, 0.002000007, 0.002999941, 0.1450034, 0.002999986, 0.3895058, 0.001999959, 0.1800303, 0.001999773, 0.07005685, 0.3800001, 0.3509993, 0.09099977, 0.03099983, 0.1899997, 0.5099984, 9.999667E-05, 0, 0, 0, 0
1.000002E-05, 1E-07, 0.002000011, 0.002999933, 0.1450035, 0.003000039, 0.3895046, 0.00199995, 0.1800299, 0.001999686, 0.0700567, 0.3799998, 0.3509988, 0.09099962, 0.03099971, 0.1899989, 0.5099976, 9.999467E-05, 0, 0, 0, 0
1.000003E-05, 1E-07, 0.002000015, 0.002999928, 0.1450037, 0.003000207, 0.3895032, 0.001999942, 0.1800296, 0.00199961, 0.07005654, 0.3799993, 0.3509983, 0.09099949, 0.03099959, 0.1899981, 0.5099972, 9.99932E-05, 0, 0, 0, 0
1.000003E-05, 1E-07, 0.00200002, 0.002999925, 0.1450037, 0.003000535, 0.3895016, 0.001999937, 0.1800292, 0.001999547, 0.07005637, 0.3799987, 0.3509979, 0.09099937, 0.03099943, 0.1899971, 0.5099971, 9.99922E-05, 0, 0, 0, 0
1.000004E-05, 9.999999E-08, 0.002000025, 0.002999923, 0.1450038, 0.003001054, 0.3894998, 0.001999936, 0.1800287, 0.001999497, 0.0700562, 0.3799981, 0.3509975, 0.09099926, 0.0309992, 0.1899962, 0.5099972, 9.999155E-05, 0, 0, 0, 0
1.000005E-05, 9.999999E-08, 0.002000029, 0.002999921, 0.1450037, 0.003001778, 0.3894977, 0.00199994, 0.1800283, 0.00199946, 0.07005601, 0.3799973, 0.3509971, 0.09099915, 0.03099888, 0.1899953, 0.5099974, 9.99911E-05, 0, 0, 0, 0
1.000005E-05, 9.999998E-08, 0.002000034, 0.002999918, 0.1450036, 0.003002706, 0.389495, 0.001999948, 0.1800279, 0.001999437, 0.07005583, 0.3799965, 0.3509966, 0.09099904, 0.03099844, 0.1899944, 0.5099977, 9.999077E-05, 0, 0, 0, 0
1.000006E-05, 9.999997E-08, 0.002000039, 0.002999915, 0.1450035, 0.00300383, 0.3894918, 0.001999962, 0.1800275, 0.001999427, 0.07005565, 0.3799955, 0.3509962, 0.09099892, 0.03099786, 0.1899935, 0.509998, 9.999051E-05, 0, 0, 0, 0
1.000007E-05, 9.999997E-08, 0.002000044, 0.002999909, 0.1450033, 0.003005126, 0.3894879, 0.001999981, 0.180027, 0.001999431, 0.07005545, 0.3799943, 0.3509957, 0.09099879, 0.03099716, 0.1899926, 0.5099984, 9.999028E-05, 0, 0, 0, 0
1.000007E-05, 9.999996E-08, 0.002000049, 0.002999902, 0.1450029, 0.00300657, 0.3894832, 0.002000006, 0.1800266, 0.001999449, 0.07005525, 0.379993, 0.3509952, 0.09099865, 0.03099631, 0.1899918, 0.5099988, 9.999007E-05, 0, 0, 0, 0
1.000008E-05, 9.999995E-08, 0.002000055, 0.002999893, 0.1450025, 0.003008132, 0.3894776, 0.002000037, 0.1800261, 0.001999482, 0.07005505, 0.3799915, 0.3509946, 0.0909985, 0.03099534, 0.189991, 0.5099992, 9.998987E-05, 0, 0, 0, 0
