EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"4/13/2015 10:13:10 PM"
ModelName,REcosystem
EcosimScenario,"Double trawling effort"
TimeSeries,(none)
StartYear,0

Data, Yield

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
1.000001E-05, 1E-07, 0.002000002, 0.002999956, 0.1450032, 0.002999992, 0.3895082, 0.001999969, 0.1800305, 0.001999873, 0.07005669, 0.3800002, 0.3509999, 0.09099992, 0.03099994, 0.1900002, 0.5099997, 9.999902E-05, 0, 0, 0, 0
1.000001E-05, 1E-07, 0.002000005, 0.002999963, 0.1450026, 0.003000014, 0.3895043, 0.00199996, 0.18003, 0.001999771, 0.07005642, 0.38, 0.3510006, 0.09100018, 0.03100015, 0.1900001, 0.510002, 0.0001, 0, 0, 0, 0
1.000002E-05, 1E-07, 0.002000008, 0.002999975, 0.1450025, 0.003000155, 0.3895026, 0.001999958, 0.1800297, 0.001999681, 0.07005624, 0.3799997, 0.3510007, 0.09100022, 0.03100018, 0.1899996, 0.5100026, 9.999867E-05, 0, 0, 0, 0
1.000003E-05, 1E-07, 0.002000011, 0.002999986, 0.1450027, 0.003000527, 0.3895019, 0.00199996, 0.1800295, 0.001999601, 0.0700561, 0.3799995, 0.3510004, 0.09100015, 0.03100005, 0.189999, 0.5100023, 9.999631E-05, 0, 0, 0, 0
1.000004E-05, 1E-07, 0.002000014, 0.002999994, 0.145003, 0.003001218, 0.3895013, 0.001999964, 0.1800292, 0.001999529, 0.07005597, 0.3799993, 0.351, 0.09100004, 0.03099976, 0.1899982, 0.5100016, 9.999382E-05, 0, 0, 0, 0
1.000005E-05, 1E-07, 0.002000018, 0.002999999, 0.1450033, 0.003002273, 0.3895001, 0.001999967, 0.180029, 0.001999467, 0.07005584, 0.379999, 0.3509994, 0.09099989, 0.03099924, 0.1899973, 0.5100008, 9.999157E-05, 0, 0, 0, 0
1.000006E-05, 1E-07, 0.002000022, 0.002999997, 0.1450036, 0.003003698, 0.3894979, 0.001999972, 0.1800286, 0.001999414, 0.07005569, 0.3799986, 0.3509988, 0.0909997, 0.03099843, 0.1899962, 0.5100001, 9.998967E-05, 0, 0, 0, 0
1.000008E-05, 1E-07, 0.002000026, 0.002999988, 0.1450037, 0.003005461, 0.3894941, 0.001999977, 0.1800282, 0.001999372, 0.07005553, 0.3799978, 0.3509981, 0.09099948, 0.0309973, 0.189995, 0.5099993, 9.998807E-05, 0, 0, 0, 0
1.000009E-05, 1E-07, 0.002000031, 0.002999972, 0.1450038, 0.003007501, 0.3894882, 0.001999983, 0.1800278, 0.001999341, 0.07005535, 0.3799967, 0.3509971, 0.09099922, 0.0309958, 0.1899937, 0.5099988, 9.998675E-05, 0, 0, 0, 0
1.00001E-05, 1E-07, 0.002000037, 0.002999949, 0.1450037, 0.003009745, 0.3894796, 0.001999991, 0.1800272, 0.001999323, 0.07005514, 0.379995, 0.3509961, 0.09099889, 0.03099392, 0.1899922, 0.5099984, 9.998562E-05, 0, 0, 0, 0
1.000011E-05, 9.999999E-08, 0.002000044, 0.002999919, 0.1450034, 0.003012107, 0.3894679, 0.002000003, 0.1800267, 0.001999317, 0.07005492, 0.3799929, 0.3509948, 0.09099852, 0.03099168, 0.1899907, 0.5099983, 9.998467E-05, 0, 0, 0, 0
1.000013E-05, 9.999999E-08, 0.002000051, 0.002999883, 0.1450029, 0.003014507, 0.3894526, 0.002000018, 0.180026, 0.001999324, 0.07005468, 0.3799902, 0.3509934, 0.09099811, 0.03098912, 0.1899893, 0.5099983, 9.998387E-05, 0, 0, 0, 0
1.000013E-05, 9.999997E-08, 0.002000059, 0.002999843, 0.1450021, 0.00301687, 0.3894331, 0.002000037, 0.1800254, 0.001999346, 0.07005442, 0.379987, 0.350992, 0.09099768, 0.03098628, 0.1899878, 0.5099986, 9.998325E-05, 0, 0, 0, 0
1.000014E-05, 9.999996E-08, 0.002000068, 0.0029998, 0.1450012, 0.003019136, 0.3894092, 0.002000061, 0.1800247, 0.001999381, 0.07005414, 0.3799832, 0.3509906, 0.09099724, 0.03098325, 0.1899865, 0.5099991, 9.998281E-05, 0, 0, 0, 0
1.000015E-05, 9.999994E-08, 0.002000077, 0.002999755, 0.1449999, 0.003021257, 0.3893802, 0.002000091, 0.180024, 0.00199943, 0.07005385, 0.3799789, 0.3509892, 0.09099682, 0.03098008, 0.1899854, 0.5099999, 9.998259E-05, 0, 0, 0, 0
1.000015E-05, 9.999993E-08, 0.002000086, 0.002999709, 0.1449985, 0.0030232, 0.3893462, 0.002000126, 0.1800232, 0.001999494, 0.07005355, 0.3799742, 0.350988, 0.09099644, 0.03097687, 0.1899846, 0.5100009, 9.998259E-05, 0, 0, 0, 0
1.000015E-05, 9.999992E-08, 0.002000096, 0.002999663, 0.1449967, 0.00302495, 0.3893067, 0.002000168, 0.1800225, 0.001999571, 0.07005323, 0.3799693, 0.350987, 0.09099613, 0.03097368, 0.1899842, 0.5100021, 9.998283E-05, 0, 0, 0, 0
1.000014E-05, 9.999989E-08, 0.002000106, 0.002999618, 0.1449948, 0.003026504, 0.3892616, 0.002000216, 0.1800218, 0.00199966, 0.0700529, 0.3799644, 0.3509865, 0.09099594, 0.03097058, 0.1899842, 0.5100035, 9.998334E-05, 0, 0, 0, 0
1.000014E-05, 9.999987E-08, 0.002000115, 0.002999575, 0.1449926, 0.003027871, 0.3892108, 0.00200027, 0.1800211, 0.001999762, 0.07005255, 0.3799596, 0.3509865, 0.09099589, 0.03096763, 0.1899848, 0.5100051, 9.998408E-05, 0, 0, 0, 0
1.000013E-05, 9.999984E-08, 0.002000125, 0.002999533, 0.1449903, 0.003029068, 0.3891543, 0.002000331, 0.1800205, 0.001999875, 0.0700522, 0.3799552, 0.3509872, 0.09099602, 0.03096489, 0.1899861, 0.5100068, 9.998507E-05, 0, 0, 0, 0
1.000011E-05, 9.999982E-08, 0.002000134, 0.002999494, 0.1449878, 0.003030119, 0.3890919, 0.002000399, 0.1800199, 0.001999999, 0.07005183, 0.3799514, 0.3509887, 0.09099637, 0.03096239, 0.1899881, 0.5100085, 9.998628E-05, 0, 0, 0, 0
1.00001E-05, 9.999979E-08, 0.002000142, 0.002999457, 0.1449851, 0.003031051, 0.3890237, 0.002000473, 0.1800193, 0.002000133, 0.07005145, 0.3799486, 0.3509911, 0.09099699, 0.03096015, 0.189991, 0.5100103, 9.998769E-05, 0, 0, 0, 0
1.000008E-05, 9.999975E-08, 0.002000149, 0.002999421, 0.1449824, 0.003031897, 0.3889497, 0.002000553, 0.1800188, 0.002000274, 0.07005106, 0.3799471, 0.3509946, 0.0909979, 0.03095821, 0.1899949, 0.510012, 9.998928E-05, 0, 0, 0, 0
