EwE version,"6.4.11414.0 (compiled 10/10/2014)"
Date,"3/27/2015 11:10:12 AM"
ModelName,REcosystem
EcosimScenario,"Base Scenario"
TimeSeries,(none)
StartYear,0

Data, Biomass

Seabirds,Whales,Seals,JuvRoundfish1,AduRoundfish1,JuvRoundfish2,AduRoundfish2,JuvFlatfish1,AduFlatfish1,JuvFlatfish2,AduFlatfish2,OtherGroundfish,Foragefish1,Foragefish2,OtherForagefish,Megabenthos,Shellfish,Macrobenthos,Zooplankton,Phytoplankton,Detritus,Discards
0.01493684, 0.4543678, 0.02499859, 0.1303908, 1.389555, 1.241719, 5.550963, 0.06986054, 5.766818, 0.09645772, 0.7398828, 7.399933, 5.101109, 4.700992, 5.092218, 19.77372, 7.000176, 17.39953, 22.99763, 10.0008, 1E-20, 1.000164E-20
0.01493683, 0.4543676, 0.02499864, 0.1303897, 1.389537, 1.241974, 5.550691, 0.06986062, 5.766817, 0.09646399, 0.7398727, 7.400005, 5.101186, 4.70106, 5.092202, 19.77411, 7.000161, 17.39945, 22.99758, 10.0008, 1E-20, 1.000169E-20
0.01493682, 0.4543673, 0.02499869, 0.1303886, 1.389521, 1.242234, 5.550403, 0.06986079, 5.766815, 0.09647001, 0.739862, 7.400088, 5.101265, 4.701131, 5.092178, 19.77449, 7.000146, 17.39938, 22.99752, 10.00082, 1E-20, 1.000175E-20
0.01493681, 0.454367, 0.02499875, 0.1303875, 1.389504, 1.242486, 5.550108, 0.06986099, 5.766812, 0.09647582, 0.7398508, 7.400182, 5.101347, 4.701204, 5.092147, 19.77488, 7.000131, 17.39932, 22.99746, 10.00083, 1E-20, 1.000182E-20
0.0149368, 0.4543668, 0.0249988, 0.1303865, 1.389489, 1.242719, 5.549811, 0.06986123, 5.76681, 0.09648143, 0.7398391, 7.400289, 5.101431, 4.70128, 5.092111, 19.77526, 7.000116, 17.39926, 22.99739, 10.00085, 1E-20, 1.000188E-20
0.0149368, 0.4543665, 0.02499885, 0.1303855, 1.389475, 1.242923, 5.549519, 0.06986146, 5.766808, 0.09648684, 0.739827, 7.400408, 5.101519, 4.701358, 5.09207, 19.77565, 7.000102, 17.39922, 22.99733, 10.00087, 1E-20, 1.000195E-20
0.01493679, 0.4543662, 0.02499891, 0.1303845, 1.389461, 1.243095, 5.549236, 0.0698617, 5.766805, 0.09649208, 0.7398143, 7.400539, 5.101609, 4.701438, 5.092026, 19.77605, 7.000088, 17.39918, 22.99728, 10.00089, 1E-20, 1.000203E-20
0.0149368, 0.454366, 0.02499896, 0.1303835, 1.389448, 1.24323, 5.548965, 0.06986193, 5.766803, 0.09649716, 0.739801, 7.400682, 5.101702, 4.701521, 5.09198, 19.77645, 7.000074, 17.39915, 22.99724, 10.0009, 1E-20, 1.000211E-20
0.0149368, 0.4543657, 0.02499901, 0.1303826, 1.389436, 1.243328, 5.548711, 0.06986211, 5.766801, 0.0965021, 0.7397874, 7.400837, 5.101797, 4.701607, 5.091936, 19.77686, 7.000061, 17.39912, 22.9972, 10.00092, 1E-20, 1.00022E-20
0.01493681, 0.4543655, 0.02499906, 0.1303818, 1.389425, 1.243391, 5.548475, 0.06986226, 5.766799, 0.09650689, 0.7397732, 7.401002, 5.101894, 4.701694, 5.091893, 19.77727, 7.000048, 17.39909, 22.99717, 10.00093, 1E-20, 1.00023E-20
0.01493682, 0.4543653, 0.02499911, 0.130381, 1.389414, 1.243421, 5.548261, 0.06986237, 5.766798, 0.09651159, 0.7397585, 7.401177, 5.101994, 4.701782, 5.091853, 19.77768, 7.000034, 17.39907, 22.99715, 10.00095, 1E-20, 1.000241E-20
0.01493684, 0.454365, 0.02499916, 0.1303803, 1.389405, 1.243422, 5.548068, 0.06986241, 5.766797, 0.09651618, 0.7397432, 7.401361, 5.102094, 4.701871, 5.091816, 19.77809, 7.000021, 17.39904, 22.99714, 10.00095, 1E-20, 1.000253E-20
0.01493686, 0.4543648, 0.02499921, 0.1303797, 1.389396, 1.243399, 5.547899, 0.0698624, 5.766796, 0.09652068, 0.7397274, 7.401553, 5.102196, 4.701961, 5.091784, 19.7785, 7.000008, 17.39901, 22.99713, 10.00096, 1E-20, 1.000266E-20
0.01493688, 0.4543645, 0.02499926, 0.1303791, 1.389389, 1.243355, 5.547754, 0.06986233, 5.766795, 0.09651586, 0.7397203, 7.401752, 5.102298, 4.70205, 5.091755, 19.77891, 6.999995, 17.39898, 22.99713, 10.00097, 1E-20, 1.000279E-20
0.01493691, 0.4543643, 0.0249993, 0.1303785, 1.389382, 1.243298, 5.547632, 0.06986219, 5.766794, 0.09650595, 0.7397184, 7.401956, 5.102399, 4.702139, 5.091731, 19.7793, 6.999981, 17.39894, 22.99712, 10.00097, 1E-20, 1.000294E-20
0.01493694, 0.454364, 0.02499934, 0.130378, 1.389376, 1.243236, 5.547526, 0.06986199, 5.766794, 0.09649708, 0.739716, 7.402164, 5.1025, 4.702228, 5.091709, 19.77969, 6.999968, 17.3989, 22.99712, 10.00097, 1E-20, 1.000309E-20
0.01493697, 0.4543637, 0.02499939, 0.1303776, 1.389371, 1.243177, 5.547435, 0.06986175, 5.766793, 0.09648917, 0.7397131, 7.402377, 5.102601, 4.702314, 5.091691, 19.78007, 6.999954, 17.39885, 22.99712, 10.00098, 1E-20, 1.000325E-20
0.01493701, 0.4543635, 0.02499943, 0.1303771, 1.389367, 1.243125, 5.547353, 0.06986147, 5.766793, 0.09648213, 0.7397099, 7.402591, 5.102699, 4.702399, 5.091673, 19.78043, 6.999939, 17.39879, 22.99712, 10.00098, 1E-20, 1.000341E-20
0.01493705, 0.4543632, 0.02499948, 0.1303767, 1.389364, 1.243087, 5.547277, 0.06986117, 5.766793, 0.0964759, 0.7397064, 7.402808, 5.102796, 4.702482, 5.091657, 19.78078, 6.999925, 17.39874, 22.99712, 10.00098, 1E-20, 1.000358E-20
0.0149371, 0.4543629, 0.02499952, 0.1303763, 1.389362, 1.243063, 5.547204, 0.06986085, 5.766792, 0.09647042, 0.7397026, 7.403026, 5.102891, 4.702562, 5.09164, 19.78111, 6.99991, 17.39867, 22.99712, 10.00098, 1E-20, 1.000375E-20
0.01493715, 0.4543627, 0.02499956, 0.1303759, 1.389361, 1.243057, 5.547132, 0.06986054, 5.766791, 0.09646565, 0.7396985, 7.403244, 5.102984, 4.70264, 5.091621, 19.78142, 6.999895, 17.39861, 22.99712, 10.00098, 1E-20, 1.000392E-20
0.0149372, 0.4543624, 0.02499961, 0.1303756, 1.389361, 1.243066, 5.547058, 0.06986024, 5.76679, 0.09646153, 0.7396942, 7.403463, 5.103075, 4.702715, 5.0916, 19.78172, 6.99988, 17.39854, 22.99711, 10.00098, 1E-20, 1.000409E-20
0.01493726, 0.4543621, 0.02499965, 0.1303752, 1.389361, 1.243092, 5.546981, 0.06985995, 5.766789, 0.096458, 0.7396896, 7.403682, 5.103163, 4.702788, 5.091576, 19.782, 6.999866, 17.39847, 22.9971, 10.00098, 1E-20, 1.000427E-20
0.01493732, 0.4543618, 0.0249997, 0.1303749, 1.389362, 1.243131, 5.546901, 0.06985969, 5.766787, 0.09645504, 0.7396848, 7.403901, 5.10325, 4.702859, 5.091548, 19.78226, 6.999851, 17.3984, 22.99708, 10.00099, 1E-20, 1.000444E-20
0.01493738, 0.4543615, 0.02499975, 0.1303746, 1.389364, 1.24318, 5.546819, 0.06985945, 5.766786, 0.09645258, 0.7396799, 7.404119, 5.103334, 4.702927, 5.091517, 19.78252, 6.999837, 17.39833, 22.99707, 10.00099, 1E-20, 1.00046E-20
0.01493745, 0.4543612, 0.0249998, 0.1303744, 1.389366, 1.243237, 5.546734, 0.06985921, 5.766783, 0.09645058, 0.7396746, 7.404337, 5.103416, 4.702993, 5.091481, 19.78275, 6.999823, 17.39826, 22.99705, 10.001, 1E-20, 1.000477E-20
0.01493752, 0.4543609, 0.02499984, 0.1303741, 1.389369, 1.2433, 5.546647, 0.06985901, 5.766781, 0.09644902, 0.7396693, 7.404554, 5.103496, 4.703056, 5.091441, 19.78298, 6.999809, 17.3982, 22.99703, 10.001, 1E-20, 1.000493E-20
0.01493759, 0.4543606, 0.02499989, 0.1303739, 1.389373, 1.243364, 5.54656, 0.06985881, 5.766778, 0.09644783, 0.7396637, 7.40477, 5.103574, 4.703117, 5.091396, 19.78319, 6.999795, 17.39813, 22.99701, 10.00101, 1E-20, 1.000508E-20
0.01493767, 0.4543603, 0.02499994, 0.1303737, 1.389377, 1.243427, 5.546474, 0.06985864, 5.766775, 0.09644698, 0.739658, 7.404985, 5.103651, 4.703176, 5.091347, 19.7834, 6.999783, 17.39807, 22.99699, 10.00101, 1E-20, 1.000523E-20
0.01493775, 0.45436, 0.025, 0.1303735, 1.389381, 1.243487, 5.546388, 0.06985848, 5.766772, 0.09644643, 0.7396522, 7.405199, 5.103725, 4.703233, 5.091294, 19.78359, 6.99977, 17.39802, 22.99697, 10.00102, 1E-20, 1.000538E-20
0.01493783, 0.4543597, 0.02500005, 0.1303734, 1.389386, 1.243543, 5.546306, 0.06985831, 5.766768, 0.09644616, 0.7396462, 7.405411, 5.103797, 4.703288, 5.091238, 19.78378, 6.999758, 17.39796, 22.99696, 10.00103, 1E-20, 1.000553E-20
0.01493792, 0.4543594, 0.0250001, 0.1303732, 1.389392, 1.243592, 5.546227, 0.06985816, 5.766765, 0.0964461, 0.7396401, 7.405622, 5.103868, 4.703341, 5.091178, 19.78396, 6.999747, 17.39791, 22.99694, 10.00103, 1E-20, 1.000567E-20
